"","SEMANA","REPORTE","CVEGEO","MUNICIPIO","CLAS_REG","POB","CASOS_SEMANALES"
"1636",13,2020-03-29,"26048","Puerto Peñasco","Noroeste",72279,0
"1637",14,2020-04-05,"26048","Puerto Peñasco","Noroeste",72279,0
"1638",15,2020-04-12,"26048","Puerto Peñasco","Noroeste",72279,0
"1639",16,2020-04-19,"26048","Puerto Peñasco","Noroeste",72279,0
"1640",17,2020-04-26,"26048","Puerto Peñasco","Noroeste",72279,1
"1641",18,2020-05-03,"26048","Puerto Peñasco","Noroeste",72279,0
"1642",19,2020-05-10,"26048","Puerto Peñasco","Noroeste",72279,1
"1643",20,2020-05-17,"26048","Puerto Peñasco","Noroeste",72279,1
"1644",21,2020-05-24,"26048","Puerto Peñasco","Noroeste",72279,2
"1645",22,2020-05-31,"26048","Puerto Peñasco","Noroeste",72279,2
"1646",23,2020-06-07,"26048","Puerto Peñasco","Noroeste",72279,1
"1647",24,2020-06-14,"26048","Puerto Peñasco","Noroeste",72279,5
"1648",25,2020-06-21,"26048","Puerto Peñasco","Noroeste",72279,1
"1649",26,2020-06-28,"26048","Puerto Peñasco","Noroeste",72279,3
"1650",27,2020-07-05,"26048","Puerto Peñasco","Noroeste",72279,11
"1651",28,2020-07-12,"26048","Puerto Peñasco","Noroeste",72279,10
"1652",29,2020-07-19,"26048","Puerto Peñasco","Noroeste",72279,21
"1653",30,2020-07-26,"26048","Puerto Peñasco","Noroeste",72279,12
"1654",31,2020-08-02,"26048","Puerto Peñasco","Noroeste",72279,14
"1655",32,2020-08-09,"26048","Puerto Peñasco","Noroeste",72279,8
"1656",33,2020-08-16,"26048","Puerto Peñasco","Noroeste",72279,14
"1657",34,2020-08-23,"26048","Puerto Peñasco","Noroeste",72279,12
"1658",35,2020-08-30,"26048","Puerto Peñasco","Noroeste",72279,20
"1659",36,2020-09-06,"26048","Puerto Peñasco","Noroeste",72279,17
"1660",37,2020-09-13,"26048","Puerto Peñasco","Noroeste",72279,48
"1661",38,2020-09-20,"26048","Puerto Peñasco","Noroeste",72279,8
"1662",39,2020-09-27,"26048","Puerto Peñasco","Noroeste",72279,12
"1663",40,2020-10-04,"26048","Puerto Peñasco","Noroeste",72279,9
"1664",41,2020-10-11,"26048","Puerto Peñasco","Noroeste",72279,4
"1665",42,2020-10-18,"26048","Puerto Peñasco","Noroeste",72279,8
"1666",43,2020-10-25,"26048","Puerto Peñasco","Noroeste",72279,12
"1667",44,2020-11-01,"26048","Puerto Peñasco","Noroeste",72279,7
"1668",45,2020-11-08,"26048","Puerto Peñasco","Noroeste",72279,7
"1669",46,2020-11-15,"26048","Puerto Peñasco","Noroeste",72279,4
"1670",47,2020-11-22,"26048","Puerto Peñasco","Noroeste",72279,5
"1671",48,2020-11-29,"26048","Puerto Peñasco","Noroeste",72279,12
"1672",49,2020-12-04,"26048","Puerto Peñasco","Noroeste",72279,12
"1673",12,2020-03-22,"26049","Quiriego","Sur",3120,0
"1674",13,2020-03-29,"26049","Quiriego","Sur",3120,0
"1675",14,2020-04-05,"26049","Quiriego","Sur",3120,0
"1676",15,2020-04-12,"26049","Quiriego","Sur",3120,0
"1677",16,2020-04-19,"26049","Quiriego","Sur",3120,0
"1678",17,2020-04-26,"26049","Quiriego","Sur",3120,0
"1679",18,2020-05-03,"26049","Quiriego","Sur",3120,0
"1680",19,2020-05-10,"26049","Quiriego","Sur",3120,0
"1681",20,2020-05-17,"26049","Quiriego","Sur",3120,0
"1682",21,2020-05-24,"26049","Quiriego","Sur",3120,0
"1683",22,2020-05-31,"26049","Quiriego","Sur",3120,0
"1684",23,2020-06-07,"26049","Quiriego","Sur",3120,2
"1685",24,2020-06-14,"26049","Quiriego","Sur",3120,2
"1686",25,2020-06-21,"26049","Quiriego","Sur",3120,1
"1687",26,2020-06-28,"26049","Quiriego","Sur",3120,0
"1688",27,2020-07-05,"26049","Quiriego","Sur",3120,0
"1689",28,2020-07-12,"26049","Quiriego","Sur",3120,0
"1690",29,2020-07-19,"26049","Quiriego","Sur",3120,0
"1691",30,2020-07-26,"26049","Quiriego","Sur",3120,0
"1692",31,2020-08-02,"26049","Quiriego","Sur",3120,0
"1693",32,2020-08-09,"26049","Quiriego","Sur",3120,0
"1694",33,2020-08-16,"26049","Quiriego","Sur",3120,1
"1695",34,2020-08-23,"26049","Quiriego","Sur",3120,0
"1696",35,2020-08-30,"26049","Quiriego","Sur",3120,0
"1697",36,2020-09-06,"26049","Quiriego","Sur",3120,0
"1698",37,2020-09-13,"26049","Quiriego","Sur",3120,0
"1699",38,2020-09-20,"26049","Quiriego","Sur",3120,0
"1700",39,2020-09-27,"26049","Quiriego","Sur",3120,2
"1701",40,2020-10-04,"26049","Quiriego","Sur",3120,0
"1702",41,2020-10-11,"26049","Quiriego","Sur",3120,0
"1703",42,2020-10-18,"26049","Quiriego","Sur",3120,0
"1704",43,2020-10-25,"26049","Quiriego","Sur",3120,0
"1705",44,2020-11-01,"26049","Quiriego","Sur",3120,0
"1706",45,2020-11-08,"26049","Quiriego","Sur",3120,0
"1707",46,2020-11-15,"26049","Quiriego","Sur",3120,0
"1708",47,2020-11-22,"26049","Quiriego","Sur",3120,0
"1709",48,2020-11-29,"26049","Quiriego","Sur",3120,0
"1710",49,2020-12-04,"26049","Quiriego","Sur",3120,1
"1711",12,2020-03-22,"26050","Rayón","Río Sonora",1653,0
"1712",13,2020-03-29,"26050","Rayón","Río Sonora",1653,0
"1713",14,2020-04-05,"26050","Rayón","Río Sonora",1653,0
"1714",15,2020-04-12,"26050","Rayón","Río Sonora",1653,0
"1715",16,2020-04-19,"26050","Rayón","Río Sonora",1653,0
"1716",17,2020-04-26,"26050","Rayón","Río Sonora",1653,0
"1717",18,2020-05-03,"26050","Rayón","Río Sonora",1653,0
"1718",19,2020-05-10,"26050","Rayón","Río Sonora",1653,0
"1719",20,2020-05-17,"26050","Rayón","Río Sonora",1653,0
"1720",21,2020-05-24,"26050","Rayón","Río Sonora",1653,0
"1721",22,2020-05-31,"26050","Rayón","Río Sonora",1653,0
"1722",23,2020-06-07,"26050","Rayón","Río Sonora",1653,0
"1723",24,2020-06-14,"26050","Rayón","Río Sonora",1653,0
"1724",25,2020-06-21,"26050","Rayón","Río Sonora",1653,0
"1725",26,2020-06-28,"26050","Rayón","Río Sonora",1653,0
"1726",27,2020-07-05,"26050","Rayón","Río Sonora",1653,3
"1727",28,2020-07-12,"26050","Rayón","Río Sonora",1653,0
"1728",29,2020-07-19,"26050","Rayón","Río Sonora",1653,0
"1729",30,2020-07-26,"26050","Rayón","Río Sonora",1653,0
"1730",31,2020-08-02,"26050","Rayón","Río Sonora",1653,0
"1731",32,2020-08-09,"26050","Rayón","Río Sonora",1653,2
"1732",33,2020-08-16,"26050","Rayón","Río Sonora",1653,0
"1733",34,2020-08-23,"26050","Rayón","Río Sonora",1653,0
"1734",35,2020-08-30,"26050","Rayón","Río Sonora",1653,0
"1735",36,2020-09-06,"26050","Rayón","Río Sonora",1653,0
"1736",37,2020-09-13,"26050","Rayón","Río Sonora",1653,0
"1737",38,2020-09-20,"26050","Rayón","Río Sonora",1653,0
"1738",39,2020-09-27,"26050","Rayón","Río Sonora",1653,0
"1739",40,2020-10-04,"26050","Rayón","Río Sonora",1653,0
"1740",41,2020-10-11,"26050","Rayón","Río Sonora",1653,0
"1741",42,2020-10-18,"26050","Rayón","Río Sonora",1653,0
"1742",43,2020-10-25,"26050","Rayón","Río Sonora",1653,0
"1743",44,2020-11-01,"26050","Rayón","Río Sonora",1653,0
"1744",45,2020-11-08,"26050","Rayón","Río Sonora",1653,0
"1745",46,2020-11-15,"26050","Rayón","Río Sonora",1653,0
"1746",47,2020-11-22,"26050","Rayón","Río Sonora",1653,0
"1747",48,2020-11-29,"26050","Rayón","Río Sonora",1653,0
"1748",49,2020-12-04,"26050","Rayón","Río Sonora",1653,0
"1749",12,2020-03-22,"26051","Rosario","Sur",5488,0
"1750",13,2020-03-29,"26051","Rosario","Sur",5488,0
"1751",14,2020-04-05,"26051","Rosario","Sur",5488,0
"1752",15,2020-04-12,"26051","Rosario","Sur",5488,0
"1753",16,2020-04-19,"26051","Rosario","Sur",5488,0
"1754",17,2020-04-26,"26051","Rosario","Sur",5488,0
"1755",18,2020-05-03,"26051","Rosario","Sur",5488,0
"1756",19,2020-05-10,"26051","Rosario","Sur",5488,0
"1757",20,2020-05-17,"26051","Rosario","Sur",5488,0
"1758",21,2020-05-24,"26051","Rosario","Sur",5488,1
"1759",22,2020-05-31,"26051","Rosario","Sur",5488,0
"1760",23,2020-06-07,"26051","Rosario","Sur",5488,0
"1761",24,2020-06-14,"26051","Rosario","Sur",5488,0
"1762",25,2020-06-21,"26051","Rosario","Sur",5488,0
"1763",26,2020-06-28,"26051","Rosario","Sur",5488,0
"1764",27,2020-07-05,"26051","Rosario","Sur",5488,0
"1765",28,2020-07-12,"26051","Rosario","Sur",5488,1
"1766",29,2020-07-19,"26051","Rosario","Sur",5488,6
"1767",30,2020-07-26,"26051","Rosario","Sur",5488,0
"1768",31,2020-08-02,"26051","Rosario","Sur",5488,2
"1769",32,2020-08-09,"26051","Rosario","Sur",5488,19
"1770",33,2020-08-16,"26051","Rosario","Sur",5488,7
"1771",34,2020-08-23,"26051","Rosario","Sur",5488,3
"1772",35,2020-08-30,"26051","Rosario","Sur",5488,0
"1773",36,2020-09-06,"26051","Rosario","Sur",5488,1
"1774",37,2020-09-13,"26051","Rosario","Sur",5488,1
"1775",38,2020-09-20,"26051","Rosario","Sur",5488,0
"1776",39,2020-09-27,"26051","Rosario","Sur",5488,1
"1777",40,2020-10-04,"26051","Rosario","Sur",5488,0
"1778",41,2020-10-11,"26051","Rosario","Sur",5488,0
"1779",42,2020-10-18,"26051","Rosario","Sur",5488,1
"1780",43,2020-10-25,"26051","Rosario","Sur",5488,0
"1781",44,2020-11-01,"26051","Rosario","Sur",5488,0
"1782",45,2020-11-08,"26051","Rosario","Sur",5488,0
"1783",46,2020-11-15,"26051","Rosario","Sur",5488,0
"1784",47,2020-11-22,"26051","Rosario","Sur",5488,0
"1785",48,2020-11-29,"26051","Rosario","Sur",5488,0
"1786",49,2020-12-04,"26051","Rosario","Sur",5488,1
"1787",12,2020-03-22,"26052","Sahuaripa","Sierra Centro",6122,0
"1788",13,2020-03-29,"26052","Sahuaripa","Sierra Centro",6122,0
"1789",14,2020-04-05,"26052","Sahuaripa","Sierra Centro",6122,0
"1790",15,2020-04-12,"26052","Sahuaripa","Sierra Centro",6122,0
"1791",16,2020-04-19,"26052","Sahuaripa","Sierra Centro",6122,0
"1792",17,2020-04-26,"26052","Sahuaripa","Sierra Centro",6122,0
"1793",18,2020-05-03,"26052","Sahuaripa","Sierra Centro",6122,0
"1794",19,2020-05-10,"26052","Sahuaripa","Sierra Centro",6122,0
"1795",20,2020-05-17,"26052","Sahuaripa","Sierra Centro",6122,0
"1796",21,2020-05-24,"26052","Sahuaripa","Sierra Centro",6122,0
"1797",22,2020-05-31,"26052","Sahuaripa","Sierra Centro",6122,0
"1798",23,2020-06-07,"26052","Sahuaripa","Sierra Centro",6122,0
"1799",24,2020-06-14,"26052","Sahuaripa","Sierra Centro",6122,8
"1800",25,2020-06-21,"26052","Sahuaripa","Sierra Centro",6122,1
"1801",26,2020-06-28,"26052","Sahuaripa","Sierra Centro",6122,1
"1802",27,2020-07-05,"26052","Sahuaripa","Sierra Centro",6122,2
"1803",28,2020-07-12,"26052","Sahuaripa","Sierra Centro",6122,0
"1804",29,2020-07-19,"26052","Sahuaripa","Sierra Centro",6122,1
"1805",30,2020-07-26,"26052","Sahuaripa","Sierra Centro",6122,1
"1806",31,2020-08-02,"26052","Sahuaripa","Sierra Centro",6122,0
"1807",32,2020-08-09,"26052","Sahuaripa","Sierra Centro",6122,0
"1808",33,2020-08-16,"26052","Sahuaripa","Sierra Centro",6122,0
"1809",34,2020-08-23,"26052","Sahuaripa","Sierra Centro",6122,1
"1810",35,2020-08-30,"26052","Sahuaripa","Sierra Centro",6122,0
"1811",36,2020-09-06,"26052","Sahuaripa","Sierra Centro",6122,0
"1812",37,2020-09-13,"26052","Sahuaripa","Sierra Centro",6122,0
"1813",38,2020-09-20,"26052","Sahuaripa","Sierra Centro",6122,0
"1814",39,2020-09-27,"26052","Sahuaripa","Sierra Centro",6122,2
"1815",40,2020-10-04,"26052","Sahuaripa","Sierra Centro",6122,0
"1816",41,2020-10-11,"26052","Sahuaripa","Sierra Centro",6122,0
"1817",42,2020-10-18,"26052","Sahuaripa","Sierra Centro",6122,0
"1818",43,2020-10-25,"26052","Sahuaripa","Sierra Centro",6122,0
"1819",44,2020-11-01,"26052","Sahuaripa","Sierra Centro",6122,0
"1820",45,2020-11-08,"26052","Sahuaripa","Sierra Centro",6122,0
"1821",46,2020-11-15,"26052","Sahuaripa","Sierra Centro",6122,0
"1822",47,2020-11-22,"26052","Sahuaripa","Sierra Centro",6122,0
"1823",48,2020-11-29,"26052","Sahuaripa","Sierra Centro",6122,16
"1824",49,2020-12-04,"26052","Sahuaripa","Sierra Centro",6122,33
"1825",12,2020-03-22,"26053","San Felipe de Jesús","Río Sonora",449,0
"1826",13,2020-03-29,"26053","San Felipe de Jesús","Río Sonora",449,0
"1827",14,2020-04-05,"26053","San Felipe de Jesús","Río Sonora",449,0
"1828",15,2020-04-12,"26053","San Felipe de Jesús","Río Sonora",449,0
"1829",16,2020-04-19,"26053","San Felipe de Jesús","Río Sonora",449,0
"1830",17,2020-04-26,"26053","San Felipe de Jesús","Río Sonora",449,0
"1831",18,2020-05-03,"26053","San Felipe de Jesús","Río Sonora",449,0
"1832",19,2020-05-10,"26053","San Felipe de Jesús","Río Sonora",449,0
"1833",20,2020-05-17,"26053","San Felipe de Jesús","Río Sonora",449,0
"1834",21,2020-05-24,"26053","San Felipe de Jesús","Río Sonora",449,0
"1835",22,2020-05-31,"26053","San Felipe de Jesús","Río Sonora",449,0
"1836",23,2020-06-07,"26053","San Felipe de Jesús","Río Sonora",449,0
"1837",24,2020-06-14,"26053","San Felipe de Jesús","Río Sonora",449,0
"1838",25,2020-06-21,"26053","San Felipe de Jesús","Río Sonora",449,0
"1839",26,2020-06-28,"26053","San Felipe de Jesús","Río Sonora",449,0
"1840",27,2020-07-05,"26053","San Felipe de Jesús","Río Sonora",449,1
"1841",28,2020-07-12,"26053","San Felipe de Jesús","Río Sonora",449,0
"1842",29,2020-07-19,"26053","San Felipe de Jesús","Río Sonora",449,0
"1843",30,2020-07-26,"26053","San Felipe de Jesús","Río Sonora",449,0
"1844",31,2020-08-02,"26053","San Felipe de Jesús","Río Sonora",449,2
"1845",32,2020-08-09,"26053","San Felipe de Jesús","Río Sonora",449,1
"1846",33,2020-08-16,"26053","San Felipe de Jesús","Río Sonora",449,0
"1847",34,2020-08-23,"26053","San Felipe de Jesús","Río Sonora",449,0
"1848",35,2020-08-30,"26053","San Felipe de Jesús","Río Sonora",449,0
"1849",36,2020-09-06,"26053","San Felipe de Jesús","Río Sonora",449,0
"1850",37,2020-09-13,"26053","San Felipe de Jesús","Río Sonora",449,0
"1851",38,2020-09-20,"26053","San Felipe de Jesús","Río Sonora",449,0
"1852",39,2020-09-27,"26053","San Felipe de Jesús","Río Sonora",449,0
"1853",40,2020-10-04,"26053","San Felipe de Jesús","Río Sonora",449,0
"1854",41,2020-10-11,"26053","San Felipe de Jesús","Río Sonora",449,0
"1855",42,2020-10-18,"26053","San Felipe de Jesús","Río Sonora",449,0
"1856",43,2020-10-25,"26053","San Felipe de Jesús","Río Sonora",449,0
"1857",44,2020-11-01,"26053","San Felipe de Jesús","Río Sonora",449,0
"1858",45,2020-11-08,"26053","San Felipe de Jesús","Río Sonora",449,0
"1859",46,2020-11-15,"26053","San Felipe de Jesús","Río Sonora",449,0
"1860",47,2020-11-22,"26053","San Felipe de Jesús","Río Sonora",449,0
"1861",48,2020-11-29,"26053","San Felipe de Jesús","Río Sonora",449,0
"1862",49,2020-12-04,"26053","San Felipe de Jesús","Río Sonora",449,0
"1863",12,2020-03-22,"26054","San Javier","Sierra Centro",679,0
"1864",13,2020-03-29,"26054","San Javier","Sierra Centro",679,0
"1865",14,2020-04-05,"26054","San Javier","Sierra Centro",679,0
"1866",15,2020-04-12,"26054","San Javier","Sierra Centro",679,0
"1867",16,2020-04-19,"26054","San Javier","Sierra Centro",679,0
"1868",17,2020-04-26,"26054","San Javier","Sierra Centro",679,0
"1869",18,2020-05-03,"26054","San Javier","Sierra Centro",679,0
"1870",19,2020-05-10,"26054","San Javier","Sierra Centro",679,0
"1871",20,2020-05-17,"26054","San Javier","Sierra Centro",679,0
"1872",21,2020-05-24,"26054","San Javier","Sierra Centro",679,0
"1873",22,2020-05-31,"26054","San Javier","Sierra Centro",679,0
"1874",23,2020-06-07,"26054","San Javier","Sierra Centro",679,0
"1875",24,2020-06-14,"26054","San Javier","Sierra Centro",679,0
"1876",25,2020-06-21,"26054","San Javier","Sierra Centro",679,0
"1877",26,2020-06-28,"26054","San Javier","Sierra Centro",679,0
"1878",27,2020-07-05,"26054","San Javier","Sierra Centro",679,0
"1879",28,2020-07-12,"26054","San Javier","Sierra Centro",679,0
"1880",29,2020-07-19,"26054","San Javier","Sierra Centro",679,3
"1881",30,2020-07-26,"26054","San Javier","Sierra Centro",679,0
"1882",31,2020-08-02,"26054","San Javier","Sierra Centro",679,0
"1883",32,2020-08-09,"26054","San Javier","Sierra Centro",679,0
"1884",33,2020-08-16,"26054","San Javier","Sierra Centro",679,0
"1885",34,2020-08-23,"26054","San Javier","Sierra Centro",679,0
"1886",35,2020-08-30,"26054","San Javier","Sierra Centro",679,0
"1887",36,2020-09-06,"26054","San Javier","Sierra Centro",679,0
"1888",37,2020-09-13,"26054","San Javier","Sierra Centro",679,0
"1889",38,2020-09-20,"26054","San Javier","Sierra Centro",679,0
"1890",39,2020-09-27,"26054","San Javier","Sierra Centro",679,0
"1891",40,2020-10-04,"26054","San Javier","Sierra Centro",679,0
"1892",41,2020-10-11,"26054","San Javier","Sierra Centro",679,0
"1893",42,2020-10-18,"26054","San Javier","Sierra Centro",679,0
"1894",43,2020-10-25,"26054","San Javier","Sierra Centro",679,0
"1895",44,2020-11-01,"26054","San Javier","Sierra Centro",679,0
"1896",45,2020-11-08,"26054","San Javier","Sierra Centro",679,0
"1897",46,2020-11-15,"26054","San Javier","Sierra Centro",679,0
"1898",47,2020-11-22,"26054","San Javier","Sierra Centro",679,0
"1899",48,2020-11-29,"26054","San Javier","Sierra Centro",679,0
"1900",49,2020-12-04,"26054","San Javier","Sierra Centro",679,0
"1901",12,2020-03-22,"26055","San Luis Río Colorado","Noroeste",206982,0
"1902",13,2020-03-29,"26055","San Luis Río Colorado","Noroeste",206982,1
"1903",14,2020-04-05,"26055","San Luis Río Colorado","Noroeste",206982,2
"1904",15,2020-04-12,"26055","San Luis Río Colorado","Noroeste",206982,28
"1905",16,2020-04-19,"26055","San Luis Río Colorado","Noroeste",206982,42
"1906",17,2020-04-26,"26055","San Luis Río Colorado","Noroeste",206982,51
"1907",18,2020-05-03,"26055","San Luis Río Colorado","Noroeste",206982,29
"1908",19,2020-05-10,"26055","San Luis Río Colorado","Noroeste",206982,41
"1909",20,2020-05-17,"26055","San Luis Río Colorado","Noroeste",206982,56
"1910",21,2020-05-24,"26055","San Luis Río Colorado","Noroeste",206982,55
"1911",22,2020-05-31,"26055","San Luis Río Colorado","Noroeste",206982,132
"1912",23,2020-06-07,"26055","San Luis Río Colorado","Noroeste",206982,62
"1913",24,2020-06-14,"26055","San Luis Río Colorado","Noroeste",206982,87
"1914",25,2020-06-21,"26055","San Luis Río Colorado","Noroeste",206982,145
"1915",26,2020-06-28,"26055","San Luis Río Colorado","Noroeste",206982,58
"1916",27,2020-07-05,"26055","San Luis Río Colorado","Noroeste",206982,89
"1917",28,2020-07-12,"26055","San Luis Río Colorado","Noroeste",206982,132
"1918",29,2020-07-19,"26055","San Luis Río Colorado","Noroeste",206982,90
"1919",30,2020-07-26,"26055","San Luis Río Colorado","Noroeste",206982,109
"1920",31,2020-08-02,"26055","San Luis Río Colorado","Noroeste",206982,65
"1921",32,2020-08-09,"26055","San Luis Río Colorado","Noroeste",206982,108
"1922",33,2020-08-16,"26055","San Luis Río Colorado","Noroeste",206982,170
"1923",34,2020-08-23,"26055","San Luis Río Colorado","Noroeste",206982,84
"1924",35,2020-08-30,"26055","San Luis Río Colorado","Noroeste",206982,152
"1925",36,2020-09-06,"26055","San Luis Río Colorado","Noroeste",206982,53
"1926",37,2020-09-13,"26055","San Luis Río Colorado","Noroeste",206982,46
"1927",38,2020-09-20,"26055","San Luis Río Colorado","Noroeste",206982,14
"1928",39,2020-09-27,"26055","San Luis Río Colorado","Noroeste",206982,21
"1929",40,2020-10-04,"26055","San Luis Río Colorado","Noroeste",206982,24
"1930",41,2020-10-11,"26055","San Luis Río Colorado","Noroeste",206982,13
"1931",42,2020-10-18,"26055","San Luis Río Colorado","Noroeste",206982,20
"1932",43,2020-10-25,"26055","San Luis Río Colorado","Noroeste",206982,26
"1933",44,2020-11-01,"26055","San Luis Río Colorado","Noroeste",206982,38
"1934",45,2020-11-08,"26055","San Luis Río Colorado","Noroeste",206982,33
"1935",46,2020-11-15,"26055","San Luis Río Colorado","Noroeste",206982,16
"1936",47,2020-11-22,"26055","San Luis Río Colorado","Noroeste",206982,33
"1937",48,2020-11-29,"26055","San Luis Río Colorado","Noroeste",206982,83
"1938",49,2020-12-04,"26055","San Luis Río Colorado","Noroeste",206982,38
"1939",12,2020-03-22,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1940",13,2020-03-29,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1941",14,2020-04-05,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1942",15,2020-04-12,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1943",16,2020-04-19,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1944",17,2020-04-26,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1945",18,2020-05-03,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1946",19,2020-05-10,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1947",20,2020-05-17,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1948",21,2020-05-24,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1949",22,2020-05-31,"26056","San Miguel de Horcasitas","Centro Norte",10070,1
"1950",23,2020-06-07,"26056","San Miguel de Horcasitas","Centro Norte",10070,4
"1951",24,2020-06-14,"26056","San Miguel de Horcasitas","Centro Norte",10070,5
"1952",25,2020-06-21,"26056","San Miguel de Horcasitas","Centro Norte",10070,2
"1953",26,2020-06-28,"26056","San Miguel de Horcasitas","Centro Norte",10070,2
"1954",27,2020-07-05,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1955",28,2020-07-12,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1956",29,2020-07-19,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1957",30,2020-07-26,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1958",31,2020-08-02,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1959",32,2020-08-09,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1960",33,2020-08-16,"26056","San Miguel de Horcasitas","Centro Norte",10070,1
"1961",34,2020-08-23,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1962",35,2020-08-30,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1963",36,2020-09-06,"26056","San Miguel de Horcasitas","Centro Norte",10070,1
"1964",37,2020-09-13,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1965",38,2020-09-20,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1966",39,2020-09-27,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1967",40,2020-10-04,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1968",41,2020-10-11,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1969",42,2020-10-18,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1970",43,2020-10-25,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1971",44,2020-11-01,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1972",45,2020-11-08,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1973",46,2020-11-15,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1974",47,2020-11-22,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1975",48,2020-11-29,"26056","San Miguel de Horcasitas","Centro Norte",10070,0
"1976",49,2020-12-04,"26056","San Miguel de Horcasitas","Centro Norte",10070,1
"1977",12,2020-03-22,"26058","Santa Ana","Centro Norte",17813,0
"1978",13,2020-03-29,"26058","Santa Ana","Centro Norte",17813,0
"1979",14,2020-04-05,"26058","Santa Ana","Centro Norte",17813,0
"1980",15,2020-04-12,"26058","Santa Ana","Centro Norte",17813,0
"1981",16,2020-04-19,"26058","Santa Ana","Centro Norte",17813,0
"1982",17,2020-04-26,"26058","Santa Ana","Centro Norte",17813,0
"1983",18,2020-05-03,"26058","Santa Ana","Centro Norte",17813,0
"1984",19,2020-05-10,"26058","Santa Ana","Centro Norte",17813,1
"1985",20,2020-05-17,"26058","Santa Ana","Centro Norte",17813,1
"1986",21,2020-05-24,"26058","Santa Ana","Centro Norte",17813,5
"1987",22,2020-05-31,"26058","Santa Ana","Centro Norte",17813,3
"1988",23,2020-06-07,"26058","Santa Ana","Centro Norte",17813,5
"1989",24,2020-06-14,"26058","Santa Ana","Centro Norte",17813,12
"1990",25,2020-06-21,"26058","Santa Ana","Centro Norte",17813,13
"1991",26,2020-06-28,"26058","Santa Ana","Centro Norte",17813,16
"1992",27,2020-07-05,"26058","Santa Ana","Centro Norte",17813,6
"1993",28,2020-07-12,"26058","Santa Ana","Centro Norte",17813,11
"1994",29,2020-07-19,"26058","Santa Ana","Centro Norte",17813,13
"1995",30,2020-07-26,"26058","Santa Ana","Centro Norte",17813,4
"1996",31,2020-08-02,"26058","Santa Ana","Centro Norte",17813,5
"1997",32,2020-08-09,"26058","Santa Ana","Centro Norte",17813,5
"1998",33,2020-08-16,"26058","Santa Ana","Centro Norte",17813,3
"1999",34,2020-08-23,"26058","Santa Ana","Centro Norte",17813,1
