CVE_MUN,NOM_MUN,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,23/11/2020,24/11/2020,25/11/2020,26/11/2020,27/11/2020,28/11/2020,29/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,05/12/2020,06/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,16/01/2021,17/01/2021,18/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021
26032,Huásabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
26033,Huatabampo,,,,,,,,,,,,,,,,,,,1,1,1,1,1,6,7,7,7,8,8,9,14,14,14,14,15,15,15,15,15,15,16,16,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,24,24,24,24,24,25,25,29,29,30,30,33,33,33,33,33,42,43,43,46,46,46,50,52,52,59,63,63,72,72,79,83,85,89,91,91,96,97,102,113,114,114,119,119,127,127,130,138,144,150,151,151,160,160,166,177,179,179,179,195,199,205,212,214,229,233,243,246,251,258,259,260,263,296,308,332,343,360,369,375,380,385,389,391,392,393,393,401,402,402,405,412,417,421,430,430,431,440,442,451,452,460,460,463,467,471,472,477,481,500,504,509,510,522,522,522,531,531,531,539,549,552,557,564,564,565,583,585,588,601,618,619,619,619,643,644,644,658,664,664,670,671,676,676,685,686,686,691,700,701,705,707,712,717,717,718,718,718,719,726,726,726,726,735,736,737,737,749,753,754,754,763,768,781,781,781,784,786,787,787,788,789,791,791,795,798,801,801,802,806,809,812,814,815,816,816,818,818,818,818,818,818,818,820,832,832,832,832,833,833,834,834,843,843,847,849,858,864,865,870,871,871,893,898,898,912,915,919,921,931,939,939,940,943,944,962,964,968,976,992,1033,1042,1054,1057,1060,1061,1076,1078,1078,1107,1125,1128,1140,1140,1143,1152,1171,1181,1186,1188,1189,1199,1208,1223,1225,1225,1226,1235,1236,1241,1245,1254,1254,1255,1255,1257,1261,1268,1270,1270,1271,1273,1275,1281,1281,1282,1283,1284,1284,1291,1298,1300,1301,1301,1301,1303,1304,1305,1310,1315,1316,1316,1317,1318,1323,1328,1328,1329,1329,1329,1335,1340,1341,1341,1341,1341,1343,1352,1355,1360,1368,1368,1372,1372,1379,1386,1388,1399,1404,1407,1410,1414,1421,1423,1425,1428,1428,1428,1430,1435,1435,1436,1436,1436,1437,1438,1439,1440,1447,1447,1447,1447,1448,1449,1449,1449,1449,1450,1453,1459,1465,1468,1469,1469,1471,1475,1475,1478,1478,1479,1479,1481,1484,1485,1488,1489,1489,1489,1489,1489,1492,1492,1495
26034,Huépac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26035,Imuris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,5,5,5,5,6,6,7,8,8,8,8,10,10,10,11,12,12,12,12,13,14,14,14,14,14,16,17,18,18,18,18,18,18,22,22,22,22,22,22,24,26,27,27,27,27,30,30,33,33,33,34,34,34,34,35,36,37,37,37,37,37,42,42,42,42,44,44,44,45,45,45,45,45,46,49,51,51,53,53,53,53,53,53,56,56,57,57,57,57,57,57,57,57,57,57,57,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,64,64,65,65,65,65,65,65,69,69,69,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,73,74,74,74,74,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,78,79,79,79,79,79,79,79,79,79,79,79,79,79,82,82,82,82,82,82,82,83,83,83,83,83,83,83,84,85,86,88,88,90,90,90,90,90,91,91,91,91,91,92,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,95,95,96,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,100,100,100,100,100,101,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,112,112,112,112,112,112,115,115,115,115,115,115,115,115,115,115
26021,La Colorada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
26036,Magdalena,,,,,,,,,,,,,,,,,,,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,9,9,13,14,14,14,17,17,22,22,24,25,29,29,29,29,34,34,36,36,37,41,41,41,41,49,49,49,57,57,57,68,74,75,75,77,84,85,85,93,93,94,94,107,110,110,116,119,119,119,121,127,127,139,140,142,142,145,146,147,151,151,151,151,156,197,201,203,203,203,204,205,211,214,215,216,217,217,219,223,226,231,234,234,234,241,242,243,244,244,244,247,247,251,252,252,253,255,255,255,256,256,256,256,256,256,257,263,263,263,263,263,263,263,264,268,268,269,270,270,270,270,275,275,278,278,278,278,278,282,282,284,284,284,284,284,285,285,285,285,287,287,288,291,291,291,291,291,291,291,291,300,305,307,307,307,307,307,314,315,315,316,316,316,316,322,322,322,322,322,322,322,335,340,340,340,340,341,341,341,358,358,358,358,358,359,359,369,373,374,374,374,379,385,386,404,404,404,404,404,406,426,428,428,429,429,429,430,430,446,446,448,449,449,449,449,466,468,468,470,470,470,477,477,477,478,478,478,478,485,486,493,493,493,493,493,493,493,503,504,504,504,504,504,504,510,510,510,510,511,511,512,513,515,518,519,521,523,523,523,525,525,525,525,525,525,525,525,528,529,529,529,529,530,534,538,538,547,547,547,551,554,558,560,564,566,566,566,567,569,570,571,571,571,573,574,575,575,575,577,578,578,579,582,583,585,586,586,588,594,598,598,598,598,598,598,602,604,604,604,604,604,604,605,609,611,615,615,615,615,615,615,615,615,615,615,617,617,617,618,618,618,618,618,618,618,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,622,623,624,624,625,625,625,625,625,625,626,626,626,626,627,627,627,627,628,629,629,629,629,629,631,631
26037,Mazatán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26038,Moctezuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,4,5,5,7,7,7,7,8,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,14,14,15,15,15,15,17,17,17,17,17,17,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,29,29,29,29,29,29,29,30,30,30,30,30,30,32,32,33,33,33,33,33,33,33,34,36,36,36,36,36,36,39,39,39,41,41,41,44,47,47,47,47,47,47,47,48,48,48,48,48,48,48,50,51,51,51,52,52,52,52,52,53,53,53,53,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,58,58,59,59,59,60,60,60,61,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,77,77,77,77,77,77,77,78,79
26039,Naco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,13,14,15,15,15,15,15,15,15,15,19,19,19,19,19,20,22,22,22,22,22,22,22,22,22,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,40,40,42,42,42,42,42,42,42,42
26040,Nácori Chico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,4,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,30,30,30,30,30,62,62,62,62,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
26041,Nacozari de García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,11,11,11,13,13,16,18,19,20,20,20,20,23,24,24,24,24,24,24,25,25,25,25,27,27,27,27,27,30,31,31,32,34,34,34,35,35,35,35,35,35,35,37,37,37,37,37,37,39,40,40,40,40,40,40,40,46,46,46,47,48,48,48,48,48,48,48,48,48,53,53,55,56,56,57,57,57,58,58,58,58,58,58,58,61,62,62,62,62,63,63,63,63,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,67,67,67,67,79,86,89,89,89,89,89,89,89,89,89,94,95,95,95,97,99,99,99,99,101,101,102,102,106,107,109,110,110,111,111,121,121,127,127,129,133,133,133,133,133,133,142,144,144,146,153,156,156,156,156,156,156,159,159,165,166,166,168,181,187,188,200,201,202,205,213,217,220,229,230,231,231,231,233,234,242,242,242,242,243,248,248,248,248,253,253,253,253,253,261,262,263,264,264,265,266,266,266,266,266,271,271,274,280,280,280,280,280,281,286,286,292,292,294,294,294,294,294,294,295,295,295,300,300,301,307,307,307,307,308,308,309,310,311,311,312,312,312,312,312,312,312,312,313,313,314,318,318,318,318,318,318,318,318,318,318,318,318,321,322,322,322,322,322,322,322,323,324,324,324,324,324,324,324,324,324,325,327,331,331,331,332,332,332,332,332,333,333,333,333,333,333,333,333,334,335,336,336,336,336,336,336,336,336,336,337,337,337,337,337,337,337,337,337,337,337,337,337,337,338,338,338,338,338,338,338,338,338,338,338,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,341,342,342,342,342,342,342,342,342,344,345
26042,Navojoa,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,8,9,9,10,15,15,15,22,23,23,23,30,30,33,40,40,46,47,64,65,66,66,85,90,92,92,106,108,109,109,124,144,147,148,179,179,182,182,191,219,220,220,241,243,243,256,267,274,298,320,325,343,346,370,375,381,413,416,416,427,451,456,478,512,513,516,516,551,552,568,582,591,604,605,611,637,639,660,677,679,680,682,707,709,719,789,830,843,846,857,867,875,901,919,933,940,954,966,978,994,1009,1018,1025,1033,1044,1051,1062,1066,1071,1074,1091,1097,1097,1105,1119,1120,1123,1146,1149,1152,1174,1180,1181,1182,1209,1214,1230,1239,1248,1287,1307,1324,1343,1354,1355,1358,1373,1386,1398,1415,1420,1422,1422,1443,1458,1467,1489,1489,1489,1502,1507,1515,1525,1539,1541,1543,1556,1562,1570,1572,1584,1585,1585,1600,1607,1610,1614,1634,1634,1636,1651,1660,1660,1663,1668,1668,1681,1685,1687,1696,1698,1707,1707,1709,1718,1723,1726,1727,1732,1736,1736,1756,1772,1778,1791,1811,1819,1819,1821,1843,1851,1865,1866,1875,1875,1881,1890,1903,1922,1934,1939,1949,1965,1967,1985,1988,2000,2001,2002,2008,2008,2013,2014,2018,2021,2023,2040,2064,2067,2069,2071,2100,2100,2103,2107,2133,2135,2139,2150,2164,2178,2179,2196,2201,2202,2205,2238,2242,2253,2253,2255,2264,2273,2279,2279,2281,2283,2287,2323,2345,2355,2383,2400,2443,2495,2526,2538,2551,2552,2557,2558,2570,2592,2606,2607,2620,2620,2643,2670,2703,2734,2737,2748,2758,2767,2773,2777,2781,2781,2785,2788,2791,2794,2800,2807,2808,2815,2823,2825,2830,2836,2837,2837,2839,2848,2855,2857,2862,2867,2868,2872,2876,2881,2882,2889,2897,2899,2899,2904,2906,2909,2914,2920,2921,2924,2929,2932,2934,2945,2949,2954,2956,2963,2969,2974,2974,2974,2982,2983,2987,2992,2998,3002,3003,3003,3010,3014,3020,3023,3026,3028,3031,3036,3041,3043,3044,3046,3051,3059,3065,3068,3071,3081,3082,3083,3087,3087,3090,3095,3102,3111,3113,3120,3124,3125,3131,3131,3133,3133,3137,3142,3152,3157,3160,3169,3170,3170,3177,3184,3187,3189,3208,3211,3211,3222,3236,3248,3261,3276,3291,3304,3322,3334,3352,3365,3383
